solver,physics_option,T_K,G_dpa_s,t_end_s,dose_dpa,C_SIA_tot_m3,C_VAC_tot_m3,C_He_tot_m3,mean_n_i,mean_n_v,swelling,delta_FP,delta_He
full_system/bin_moment_CD_fission,bin_moment_CD_fission,603.15,1e-07,400000000.0000001,40.00000000000001,5.995791488001253e+24,6.706900764951042e+22,84746038968708.1,584.9887285838083,342.02713095910053,7.914142902642229e-07,0.06674338323225287,3.4457731265128775e-10
