row_id,condition,cond_row_id,matrix,base_idx,param_j,theta_id,eta,f_cl_i,f_cl_v,E_m_i,E_m_v,E_m_h,L_hat,gamma_s,E_b_v2,lambda,B_111,E_b_i2,E_b_hV_1,Z_i,Z_i_loop,E_a0_conv,dH2_conv,phi_max_junc,dH2_abs_conv,i_mobile,loop_net_chi,loop_net_w_c,loop_net_K_rec,s_i,Z_v,Z_p_i,Z_p_v,Z_gb_i,Z_gb_v,rho_d,d_g,rho_p,r_p,s_v,LOOP_COAL,loop_coal_pref,Z_loop_model,r_cap_i_b,r_cap_v_b,n_ref_conv
8800,S330,8800,S,0,-1,0,0.24871922678490935,0.09,0.317274,0.40180861951964941,0.78,0.073504445612117275,50.0,2.2179468666938713,0.2129,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.05,0.36,5,50.0,100.0,1e-06,1.0,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.5,1,10000,0,3.0,1.0,30.0
8801,S330,8801,S,1,-1,1,0.24871922678490935,0.09,0.317274,0.40180861951964941,0.78,0.073504445612117275,50.0,2.2179468666938713,0.2129,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.05,0.36,5,50.0,100.0,1e-06,1.0,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.5,1,100000,0,3.0,1.0,30.0
8802,S330,8802,S,2,-1,2,0.24871922678490935,0.09,0.317274,0.40180861951964941,0.78,0.073504445612117275,50.0,2.2179468666938713,0.2129,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.05,0.36,5,50.0,100.0,1e-06,1.0,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.5,1,300000,0,3.0,1.0,30.0
8803,S330,8803,S,3,-1,3,0.24871922678490935,0.09,0.317274,0.40180861951964941,0.78,0.073504445612117275,50.0,2.2179468666938713,0.2129,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.05,0.36,5,50.0,100.0,1e-06,1.0,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.5,1,1000000,0,3.0,1.0,30.0
8804,S330,8804,S,4,-1,4,0.24871922678490935,0.09,0.317274,0.40180861951964941,0.78,0.073504445612117275,50.0,2.2179468666938713,0.2129,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.05,0.42,5,50.0,100.0,1e-06,1.0,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.5,1,10000,0,3.0,1.0,30.0
8805,S330,8805,S,5,-1,5,0.24871922678490935,0.09,0.317274,0.40180861951964941,0.78,0.073504445612117275,50.0,2.2179468666938713,0.2129,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.05,0.42,5,50.0,100.0,1e-06,1.0,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.5,1,100000,0,3.0,1.0,30.0
8806,S330,8806,S,6,-1,6,0.24871922678490935,0.09,0.317274,0.40180861951964941,0.78,0.073504445612117275,50.0,2.2179468666938713,0.2129,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.05,0.42,5,50.0,100.0,1e-06,1.0,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.5,1,300000,0,3.0,1.0,30.0
8807,S330,8807,S,7,-1,7,0.24871922678490935,0.09,0.317274,0.40180861951964941,0.78,0.073504445612117275,50.0,2.2179468666938713,0.2129,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.05,0.42,5,50.0,100.0,1e-06,1.0,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.5,1,1000000,0,3.0,1.0,30.0
