row_id,condition,cond_row_id,matrix,base_idx,param_j,theta_id,eta,f_cl_i,f_cl_v,E_m_i,E_m_v,E_m_h,L_hat,gamma_s,E_b_v2,lambda,B_111,E_b_i2,E_b_hV_1,Z_i,Z_i_loop,E_a0_conv,dH2_conv,phi_max_junc,dH2_abs_conv,i_mobile,loop_net_chi,loop_net_w_c,loop_net_K_rec,s_i,Z_v,Z_p_i,Z_p_v,Z_gb_i,Z_gb_v,rho_d,d_g,rho_p,r_p,s_v
4400,S330,4400,S,0,-1,0,0.24871922678490935,0.12401708029210567,0.317274,0.40180861951964941,0.59352511293786137,0.073504445612117275,1016.1241310866882,2.2179468666938713,0.2129,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.83310446338728072,0.26,20,50.0,100.0,1e-06,1.6,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.5
4401,S330,4401,S,1,-1,1,0.24871922678490935,0.12401708029210567,0.317274,0.40180861951964941,0.59352511293786137,0.073504445612117275,1016.1241310866882,2.2179468666938713,0.2129,0.71570901078164628,0.31368786867246468,0.6,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.83310446338728072,0.26,20,50.0,100.0,1e-06,1.6,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.5
4402,S330,4402,S,2,-1,2,0.24871922678490935,0.12401708029210567,0.317274,0.40180861951964941,0.59352511293786137,0.073504445612117275,1016.1241310866882,2.2179468666938713,0.2129,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.3,0.43945545381703549,0.83310446338728072,0.26,20,50.0,100.0,1e-06,1.6,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.5
4403,S330,4403,S,3,-1,3,0.24871922678490935,0.12401708029210567,0.317274,0.40180861951964941,0.59352511293786137,0.073504445612117275,1016.1241310866882,2.2179468666938713,0.2129,0.71570901078164628,0.31368786867246468,0.6,2.2131532812533066,1.35,1.1813004167750478,2.3,0.43945545381703549,0.83310446338728072,0.26,20,50.0,100.0,1e-06,1.6,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.5
4404,S330,4404,S,4,-1,4,0.24871922678490935,0.12401708029210567,0.5,0.40180861951964941,0.59352511293786137,0.073504445612117275,1016.1241310866882,2.2179468666938713,0.28,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.83310446338728072,0.26,20,50.0,100.0,1e-06,1.6,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.2
4405,S330,4405,S,5,-1,5,0.24871922678490935,0.12401708029210567,0.5,0.40180861951964941,0.59352511293786137,0.073504445612117275,1016.1241310866882,2.2179468666938713,0.28,0.71570901078164628,0.31368786867246468,0.6,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.83310446338728072,0.26,20,50.0,100.0,1e-06,1.6,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.2
4406,S330,4406,S,6,-1,6,0.24871922678490935,0.12401708029210567,0.5,0.40180861951964941,0.59352511293786137,0.073504445612117275,1016.1241310866882,2.2179468666938713,0.28,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.3,0.43945545381703549,0.83310446338728072,0.26,20,50.0,100.0,1e-06,1.6,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.2
4407,S330,4407,S,7,-1,7,0.24871922678490935,0.12401708029210567,0.5,0.40180861951964941,0.59352511293786137,0.073504445612117275,1016.1241310866882,2.2179468666938713,0.28,0.71570901078164628,0.31368786867246468,0.6,2.2131532812533066,1.35,1.1813004167750478,2.3,0.43945545381703549,0.83310446338728072,0.26,20,50.0,100.0,1e-06,1.6,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,2.2
4408,S330,4408,S,8,-1,8,0.24871922678490935,0.12401708029210567,0.7,0.40180861951964941,0.59352511293786137,0.073504445612117275,1016.1241310866882,2.2179468666938713,0.35,0.71570901078164628,0.31368786867246468,0.75,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.83310446338728072,0.26,20,50.0,100.0,1e-06,1.6,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,1.9
4409,S330,4409,S,9,-1,9,0.24871922678490935,0.12401708029210567,0.7,0.40180861951964941,0.59352511293786137,0.073504445612117275,1016.1241310866882,2.2179468666938713,0.35,0.71570901078164628,0.31368786867246468,0.6,2.2131532812533066,1.35,1.1813004167750478,2.1,0.43945545381703549,0.83310446338728072,0.26,20,50.0,100.0,1e-06,1.6,1.0,1.45,0.93,1.4,0.93,100000000000000.0,1e-06,1e+20,2e-08,1.9
