row_id,condition,cond_row_id,matrix,base_idx,param_j,eta,f_cl_i,f_cl_v,E_m_i,E_m_v,E_m_h,L_hat,gamma_s,E_b_v2,lambda,B_111,E_b_i2,E_b_hV_1,Z_i,Z_i_loop,E_a0_conv,dH2_conv,phi_max_junc,dH2_abs_conv
301,N2,301,A,0,-1,0.29494479009648655,0.18762402459979061,0.20058536464348437,0.39521788415288567,0.78317048084613061,0.07499453741453728,1580.493482727456,1.9235984117241853,0.24004478122827325,0.73546361106096414,0.4275023616509695,0.67625380946384683,2.124617942796482,1.1443029003031551,1.0856078981421888,2.1066848270595075,0.3835315428850683,0.81743558589369059,0.43340106166899206
302,N330,302,A,1,-1,0.29494479009648655,0.18762402459979061,0.20058536464348437,0.39521788415288567,0.78317048084613061,0.07499453741453728,1580.493482727456,1.9235984117241853,0.24004478122827325,0.73546361106096414,0.4275023616509695,0.67625380946384683,2.124617942796482,1.1443029003031551,1.0856078981421888,2.1066848270595075,0.3835315428850683,0.81743558589369059,0.43340106166899206
