row_id,condition,cond_row_id,matrix,base_idx,param_j,theta_id,eta,f_cl_i,f_cl_v,E_m_i,E_m_v,E_m_h,L_hat,gamma_s,E_b_v2,lambda,B_111,E_b_i2,E_b_hV_1,Z_i,Z_i_loop,E_a0_conv,dH2_conv,phi_max_junc,dH2_abs_conv
900,C_300_G7,900,S,0,-1,0,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.55,0.43945545381703549,0.8205192734137036,0.5823435693097099
901,C_350_G7,901,S,0,-1,0,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.55,0.43945545381703549,0.8205192734137036,0.5823435693097099
902,C_300_G7,902,S,1,-1,1,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.5864,0.43945545381703549,0.8205192734137036,0.5823435693097099
903,C_350_G7,903,S,1,-1,1,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.5864,0.43945545381703549,0.8205192734137036,0.5823435693097099
904,C_300_G7,904,S,2,-1,2,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.6227,0.43945545381703549,0.8205192734137036,0.5823435693097099
905,C_350_G7,905,S,2,-1,2,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.6227,0.43945545381703549,0.8205192734137036,0.5823435693097099
906,C_300_G7,906,S,3,-1,3,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.6591,0.43945545381703549,0.8205192734137036,0.5823435693097099
907,C_350_G7,907,S,3,-1,3,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.6591,0.43945545381703549,0.8205192734137036,0.5823435693097099
908,C_300_G7,908,S,4,-1,4,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.6955,0.43945545381703549,0.8205192734137036,0.5823435693097099
909,C_350_G7,909,S,4,-1,4,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.6955,0.43945545381703549,0.8205192734137036,0.5823435693097099
910,C_300_G7,910,S,5,-1,5,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.7318,0.43945545381703549,0.8205192734137036,0.5823435693097099
911,C_350_G7,911,S,5,-1,5,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.7318,0.43945545381703549,0.8205192734137036,0.5823435693097099
912,C_300_G7,912,S,6,-1,6,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.7682,0.43945545381703549,0.8205192734137036,0.5823435693097099
913,C_350_G7,913,S,6,-1,6,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.7682,0.43945545381703549,0.8205192734137036,0.5823435693097099
914,C_300_G7,914,S,7,-1,7,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.8045,0.43945545381703549,0.8205192734137036,0.5823435693097099
915,C_350_G7,915,S,7,-1,7,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.8045,0.43945545381703549,0.8205192734137036,0.5823435693097099
916,C_300_G7,916,S,8,-1,8,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.8409,0.43945545381703549,0.8205192734137036,0.5823435693097099
917,C_350_G7,917,S,8,-1,8,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.8409,0.43945545381703549,0.8205192734137036,0.5823435693097099
918,C_300_G7,918,S,9,-1,9,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.8773,0.43945545381703549,0.8205192734137036,0.5823435693097099
919,C_350_G7,919,S,9,-1,9,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.8773,0.43945545381703549,0.8205192734137036,0.5823435693097099
920,C_300_G7,920,S,10,-1,10,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.9136,0.43945545381703549,0.8205192734137036,0.5823435693097099
921,C_350_G7,921,S,10,-1,10,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.9136,0.43945545381703549,0.8205192734137036,0.5823435693097099
922,C_300_G7,922,S,11,-1,11,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.95,0.43945545381703549,0.8205192734137036,0.5823435693097099
923,C_350_G7,923,S,11,-1,11,0.24871922678490935,0.15788342431237073,0.6922245436990816,0.40180861951964941,0.59352511293786137,0.073504445612117275,444.0842163608962,2.2179468666938713,0.2128996045588703,0.71570901078164628,0.45871804296089397,1.2474148763739619,2.2131532812533066,1.0575730446099414,1.1813004167750478,1.95,0.43945545381703549,0.8205192734137036,0.5823435693097099
