solver,physics_option,T_K,G_dpa_s,t_end_s,dose_dpa,C_SIA_tot_m3,C_VAC_tot_m3,C_He_tot_m3,mean_n_i,mean_n_v,swelling,delta_FP,delta_He
full_system/bin_moment_CD_fission,bin_moment_CD_fission,603.15,1e-07,200000000.00000003,20.000000000000004,8.417618260381052e+25,3.0673192181996496e+22,84746039048237.6,9337.14147269451,160.9257427074805,3.6194366774755865e-07,0.05962914046702543,3.9036637407060884e-11
