solver,physics_option,T_K,G_dpa_s,t_end_s,dose_dpa,C_SIA_tot_m3,C_VAC_tot_m3,C_He_tot_m3,mean_n_i,mean_n_v,swelling,delta_FP,delta_He
full_system/full_CD_fission,full_CD_fission,603.15,1e-07,200000000.00000003,20.000000000000004,3.390967234660558e+24,3.057967756429374e+22,84746039049993.0,377.32193694996766,160.60453223322696,3.608401952586661e-07,0.06095422656763543,3.654102924381393e-11
