solver,physics_option,T_K,G_dpa_s,t_end_s,dose_dpa,C_SIA_tot_m3,C_VAC_tot_m3,C_He_tot_m3,mean_n_i,mean_n_v,swelling,delta_FP,delta_He
full_system/bin_moment_CD_fission,bin_moment_CD_fission,603.15,1e-07,200000000.00000003,20.000000000000004,1.865188880003574e+26,5.827053147759468e+22,84746038805275.25,48690.295708139674,276.3085178503213,6.875922714356172e-07,0.05064600031462114,7.083175558356741e-10
