solver,physics_option,T_K,G_dpa_s,t_end_s,dose_dpa,C_SIA_tot_m3,C_VAC_tot_m3,C_He_tot_m3,mean_n_i,mean_n_v,swelling,delta_FP,delta_He
full_system/bin_moment_CD_fission,bin_moment_CD_fission,603.15,1e-07,20000000.000000004,2.0000000000000004,1.7894283692110582e+25,1.694575696717537e+24,1492848629463745.0,1019.2114188218645,809.2841097026483,1.9995993221266934e-05,0.07516062339472754,8.402021431712197e-10
